state,year,crop,rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,humidity_pct,solar_radiation,nitrogen_n,phosphorus_p,potassium_k,soil_ph,fertilizer_kg_ha,pesticide_kg_ha,area_harvested_ha,yield_kg_ha,source
Global Baseline,2020,Mixed Grain Baseline,1651.49,37.90805946425058,32.91,43.91,65.0,18.5,64.9418170063432,19.87403103301304,16.035205307147187,6.5,59.924673334945375,4.5,1000.0,8491.86,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.11,38.076204481259495,33.08,44.08,65.0,18.5,64.88912003337171,20.116084456463557,15.918356976675408,6.5,59.990704877403736,4.5,1000.0,8543.4,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1652.52,37.95032815267844,32.95,43.95,65.0,18.5,64.85222365257344,20.061122224796183,15.849831007338862,6.5,59.68324501263362,4.5,1000.0,8430.97,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1656.63,38.06467113263454,33.06,44.06,65.0,18.5,64.87284845631825,20.08308308250567,16.013278093717574,6.5,59.96311525384929,4.5,1000.0,8447.11,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1660.9,38.14672713518912,33.15,44.15,65.0,18.5,65.15196436903491,20.046395187020305,16.081125928147543,6.5,59.99319295429319,4.5,1000.0,8443.84,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1711.9,38.92375120909123,33.92,44.92,65.0,18.5,69.91290941922905,19.89161639561195,18.99722663937268,6.5,65.06275355837558,4.5,1000.0,8503.29,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1649.31,37.854964110770425,32.85,43.85,65.0,18.5,64.87735548056239,19.991102492103128,15.88978919548502,6.5,60.08480340403913,4.5,1000.0,8493.48,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.93,39.0298323871488,34.03,45.03,65.0,18.5,70.17726780627504,20.073727106685407,19.05159033682373,6.5,65.10242290501564,4.5,1000.0,8562.17,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1720.59,39.16411569374835,34.16,45.16,65.0,18.5,69.97006302130846,20.10104719361017,18.972922577788907,6.5,65.12845216508781,4.5,1000.0,8534.98,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1649.51,37.848066217508006,32.85,43.85,65.0,18.5,64.96516003745629,19.963955913464524,15.937013989072376,6.5,60.17908991488064,4.5,1000.0,8714.09,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1651.14,37.87238892445036,32.87,43.87,65.0,18.5,65.12080364012454,20.15180474668438,15.928075359144774,6.5,60.01162663125477,4.5,1000.0,8555.04,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1647.07,37.76856565222143,32.77,43.77,65.0,18.5,65.03377235091114,20.00079397482387,16.05208991350022,6.5,60.01359561743334,4.5,1000.0,8621.1,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1710.49,38.89195269435718,33.89,44.89,65.0,18.5,69.85496433886783,19.79181096987829,19.269168459272542,6.5,65.03228571815424,4.5,1000.0,8612.57,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.78,39.04470878140433,34.04,45.04,65.0,18.5,70.04231702403784,19.945590245135783,19.227915757396065,6.5,65.10138844940025,4.5,1000.0,8409.59,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1711.15,38.87056439139634,33.87,44.87,65.0,18.5,70.13626507432129,19.981059814344142,18.969532198252864,6.5,64.83110105528388,4.5,1000.0,8303.55,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.52,39.02482470634227,34.02,45.02,65.0,18.5,70.12963996804278,20.108951423752163,18.811556248887577,6.5,65.08508609465807,4.5,1000.0,8657.72,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1714.27,38.98251152557109,33.98,44.98,65.0,18.5,69.97558602940586,19.941394107574894,19.156367149697434,6.5,65.06273662245887,4.5,1000.0,8424.5,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.62,38.06791639150285,33.07,44.07,65.0,18.5,65.04785659875583,20.143281479815023,15.947930061813963,6.5,60.03377740748788,4.5,1000.0,8500.92,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1658.51,38.107559124624906,33.11,44.11,65.0,18.5,64.94941500477789,19.824190282922427,16.062926580528416,6.5,59.92213290057213,4.5,1000.0,8423.05,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1658.03,38.08401990547981,33.08,44.08,65.0,18.5,65.01850389135903,20.030540470220014,15.937610858363648,6.5,59.97586013569145,4.5,1000.0,8391.03,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1662.6,38.206589603999234,33.21,44.21,65.0,18.5,65.07448364808883,19.91140593003476,15.929006638866824,6.5,59.967025881113344,4.5,1000.0,8290.09,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1651.35,37.87693998829804,32.88,43.88,65.0,18.5,65.13197794148093,20.143782459595556,16.127798400046178,6.5,59.887269062738014,4.5,1000.0,8648.85,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.1,39.034108309948536,34.03,45.03,65.0,18.5,69.98031393904179,20.15253132722325,19.097331814946653,6.5,64.78251656270571,4.5,1000.0,8749.94,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1717.41,39.07695149471373,34.08,45.08,65.0,18.5,69.94272480444066,19.922975958441416,18.80036838356911,6.5,65.09319039592198,4.5,1000.0,8503.66,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1653.9,37.97069255684239,32.97,43.97,65.0,18.5,64.98487755696827,20.077957309513973,16.13451276189545,6.5,60.217861952993154,4.5,1000.0,8539.64,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1703.83,38.68227025083424,33.68,44.68,65.0,18.5,69.9893094511468,19.91395855035548,18.88721989004242,6.5,64.91073863915301,4.5,1000.0,8510.86,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1717.67,39.05441784731352,34.05,45.05,65.0,18.5,70.152185732085,19.991786005995746,19.162264249541444,6.5,65.198621436524,4.5,1000.0,8460.2,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1654.41,37.97114033258112,32.97,43.97,65.0,18.5,65.08424528563003,20.063169200564907,16.107598383118802,6.5,60.10178098468158,4.5,1000.0,8283.15,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1712.93,38.91471808710066,33.91,44.91,65.0,18.5,70.1832686369113,19.92974909747174,19.0696319180023,6.5,64.81058456657738,4.5,1000.0,8471.19,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1652.46,37.93362212678157,32.93,43.93,65.0,18.5,64.95725263863483,19.903078119778744,16.076031324143894,6.5,59.754177988435934,4.5,1000.0,8607.57,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1653.0,37.91807929090142,32.92,43.92,65.0,18.5,65.17349602623689,20.01055669677892,15.86737282335362,6.5,60.05998009908552,4.5,1000.0,8576.54,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1656.71,38.047490229796665,33.05,44.05,65.0,18.5,65.00975219578982,20.03893006415653,15.848260066577208,6.5,60.07492970100299,4.5,1000.0,8547.61,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1707.74,38.80049143629489,33.8,44.8,65.0,18.5,69.944701185121,19.975937999293983,18.893613149452293,6.5,64.98234948420189,4.5,1000.0,8483.37,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1654.14,37.99921909676983,33.0,44.0,65.0,18.5,64.83416729535546,20.078849472958176,16.130851269231453,6.5,60.13349466586244,4.5,1000.0,8783.2,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1646.84,37.78194907538931,32.78,43.78,65.0,18.5,64.89532389969781,20.01756007414761,15.93051216848952,6.5,59.91304408794834,4.5,1000.0,8570.49,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1710.62,38.87863007857601,33.88,44.88,65.0,18.5,69.97268744467996,19.939586003266136,18.9683482961529,6.5,64.97959617548257,4.5,1000.0,8452.92,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1653.54,37.956941261758416,32.96,43.96,65.0,18.5,65.01031189132516,20.090935134544264,15.977142550281805,6.5,60.141527032457525,4.5,1000.0,8472.21,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1714.56,38.980298438752335,33.98,44.98,65.0,18.5,70.0509050529797,20.027262667190524,19.05821346545213,6.5,65.0021072344283,4.5,1000.0,8272.93,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1714.62,38.99332177245382,33.99,44.99,65.0,18.5,69.97079256959938,20.05924459222366,19.030837998593785,6.5,65.02559039315481,4.5,1000.0,8371.96,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.03,37.98787825033257,32.99,43.99,65.0,18.5,65.09089372369544,19.92759473391021,16.002047111907043,6.5,60.05809473487045,4.5,1000.0,8507.99,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.0,38.02263789800098,33.02,44.02,65.0,18.5,64.84085499442581,19.8625320997698,15.926403479354276,6.5,59.86585158880118,4.5,1000.0,8543.36,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1650.17,37.87810151018893,32.88,43.88,65.0,18.5,64.8870431330188,20.010940608073348,16.068095691159183,6.5,60.04202572802578,4.5,1000.0,8663.14,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1717.27,39.06831476685607,34.07,45.07,65.0,18.5,69.97490173796551,19.990313083625743,18.879084359329724,6.5,65.05610608267214,4.5,1000.0,8576.03,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1650.49,37.85708578360937,32.86,43.86,65.0,18.5,65.0991285829166,19.92806750424615,15.969860892982055,6.5,59.94169307160157,4.5,1000.0,8540.75,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.21,39.02158258531986,34.02,45.02,65.0,18.5,70.0904634720893,19.885405733283424,19.013720943579735,6.5,64.94113786017239,4.5,1000.0,8564.4,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1720.99,39.16594880437198,34.17,45.17,65.0,18.5,70.03643800123132,20.03448423067612,19.073489495905207,6.5,64.8956592083422,4.5,1000.0,8513.72,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1718.81,39.10265123180013,34.1,45.1,65.0,18.5,70.04411842315692,20.06888531894352,19.134438139000107,6.5,65.02935104219952,4.5,1000.0,8593.9,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1719.48,39.1286341991108,34.13,45.13,65.0,18.5,69.99556702094164,20.211931730352266,18.8629469568704,6.5,64.94425102511948,4.5,1000.0,8426.7,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1715.4,39.003448517953,34.0,45.0,65.0,18.5,70.05513625144441,20.191602260797804,18.95174746235008,6.5,64.88674321072997,4.5,1000.0,8530.33,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1718.32,39.11315193357069,34.11,45.11,65.0,18.5,69.87182237405818,20.10270972764489,19.13782071518248,6.5,64.97118530870458,4.5,1000.0,8483.61,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1653.21,37.93047130448654,32.93,43.93,65.0,18.5,65.12939255111118,19.91825582514901,15.87746215425652,6.5,59.9174492740046,4.5,1000.0,8464.12,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1714.48,38.97591090720847,33.98,44.98,65.0,18.5,70.06499291528274,19.93342033633505,19.09860698177057,6.5,65.10813318373677,4.5,1000.0,8629.82,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1713.52,38.96001173337278,33.96,44.96,65.0,18.5,69.9844894042766,19.998014779867532,18.97819838131551,6.5,65.03042452970595,4.5,1000.0,8516.54,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1714.68,38.99399007376526,33.99,44.99,65.0,18.5,69.97775856213909,20.0183635481746,18.890219222819148,6.5,64.87249997357529,4.5,1000.0,8578.66,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.97,38.09116606602733,33.09,44.09,65.0,18.5,64.95631307991812,20.061910953807963,16.091561790195836,6.5,60.020332812128274,4.5,1000.0,8342.03,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.94,38.05822412767642,33.06,44.06,65.0,18.5,64.78029505553616,19.925504145766105,16.024021074844754,6.5,60.07920505171885,4.5,1000.0,8423.21,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1652.77,37.93715323434612,32.94,43.94,65.0,18.5,64.994855350916,19.91205037300359,15.92646703376616,6.5,59.94304134259699,4.5,1000.0,8495.64,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1654.22,37.98591766384664,32.99,43.99,65.0,18.5,64.94190229554279,19.996927277179086,15.996045014290344,6.5,60.0930240730618,4.5,1000.0,8404.97,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1650.5,37.882704157941866,32.88,43.88,65.0,18.5,64.92162491591375,20.001992435679647,15.940541091713872,6.5,60.03308915283036,4.5,1000.0,8423.38,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1714.72,38.98295693674076,33.98,44.98,65.0,18.5,70.0630142885343,19.989981188570727,18.9405564285376,6.5,64.96647666293573,4.5,1000.0,8446.93,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1652.07,37.926238153070905,32.93,43.93,65.0,18.5,64.92969852010378,19.920463379458795,15.942546643699767,6.5,60.01926894733617,4.5,1000.0,8356.94,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1658.32,38.09145279746805,33.09,44.09,65.0,18.5,65.02437161071428,20.07374023128105,15.856677773676168,6.5,59.88125050446432,4.5,1000.0,8606.92,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.51,37.9980617522,33.0,44.0,65.0,18.5,65.11560323909217,19.9634623768078,15.97351769552327,6.5,60.06425279926808,4.5,1000.0,8598.73,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.64,38.06855057716562,33.07,44.07,65.0,18.5,65.04912103676624,19.897484763331743,16.078322005358274,6.5,60.00018194069782,4.5,1000.0,8414.71,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1652.36,37.93556760905991,32.94,43.94,65.0,18.5,64.922851556888,19.976682664177822,16.018835088942545,6.5,60.21624667732559,4.5,1000.0,8530.26,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1723.42,39.25206310235059,34.25,45.25,65.0,18.5,69.91899789684811,19.953062469435004,19.056917437519765,6.5,65.00975853168693,4.5,1000.0,8346.05,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.86,38.03194830700421,33.03,44.03,65.0,18.5,64.94864928889271,19.98754272454782,15.887268469728578,6.5,59.916042935684175,4.5,1000.0,8586.84,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1651.39,37.87251034172345,32.87,43.87,65.0,18.5,65.17110477821174,19.84827068330936,16.070623206712803,6.5,60.117830303209,4.5,1000.0,8492.42,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.08,38.06273231767451,33.06,44.06,65.0,18.5,64.97711400321138,20.089886916297733,16.056117713915324,6.5,60.00390348120419,4.5,1000.0,8654.18,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1714.37,38.96552993900935,33.97,44.97,65.0,18.5,70.1155319089724,20.032883873129613,19.03932002145697,6.5,65.0565752559073,4.5,1000.0,8421.83,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.75,39.06670136694444,34.07,45.07,65.0,18.5,69.88353337126368,19.9477379554836,19.03466229526771,6.5,64.9365054842856,4.5,1000.0,8498.37,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1651.69,37.887018488250845,32.89,43.89,65.0,18.5,65.12934272420325,19.94509895283852,15.986924394445104,6.5,59.98752303591794,4.5,1000.0,8438.32,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1654.75,37.98560009453984,32.99,43.99,65.0,18.5,65.05022485228474,19.880377410715365,15.92951040737312,6.5,60.01232682840836,4.5,1000.0,8379.51,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1710.27,38.85861818554568,33.86,44.86,65.0,18.5,70.04408630513603,20.135592027321145,19.02212088285617,6.5,65.02934825803501,4.5,1000.0,8492.8,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.33,39.03408058543295,34.03,45.03,65.0,18.5,70.0278108546863,20.02858255087852,18.91632615338522,6.5,64.98224318449894,4.5,1000.0,8423.09,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1718.29,39.07924089582725,34.08,45.08,65.0,18.5,70.10370770828885,20.228233000563364,19.112454374809687,6.5,65.10953299396343,4.5,1000.0,8432.99,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1719.48,39.106918188225066,34.11,45.11,65.0,18.5,70.14685682909337,19.85151977038083,18.946345650567817,6.5,65.17699350801011,4.5,1000.0,8584.98,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1711.17,38.914751607588535,33.91,44.91,65.0,18.5,69.83146376074652,19.978695874541284,18.92096397815333,6.5,64.88135457884567,4.5,1000.0,8477.91,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1712.54,38.91594727639601,33.92,44.92,65.0,18.5,70.09680484657986,19.828407815910147,18.8746178161228,6.5,64.87368054162627,4.5,1000.0,8379.0,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1716.13,39.03062682512709,34.03,45.03,65.0,18.5,70.01145263423298,19.996780920420303,18.93147661456804,6.5,64.91213479481141,4.5,1000.0,8480.91,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1655.25,38.01328531085631,33.01,44.01,65.0,18.5,64.95611288907106,20.010853617406315,16.115476269744775,6.5,59.93380418558445,4.5,1000.0,8545.56,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1718.65,39.10248701614065,34.1,45.1,65.0,18.5,70.01339567683281,20.051571129818505,18.942827172138127,6.5,65.21331743029148,4.5,1000.0,8609.0,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.57,38.06595205920872,33.07,44.07,65.0,18.5,65.05259342143839,19.977396558002404,16.10490667772998,6.5,60.04765344218488,4.5,1000.0,8546.11,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1656.33,38.019916279500976,33.02,44.02,65.0,18.5,65.12644045818705,20.010865738178616,15.99600298282208,6.5,59.96283592549849,4.5,1000.0,8435.17,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1723.09,39.20958322265466,34.21,45.21,65.0,18.5,70.15169275449297,20.149614264521123,19.12023165206892,6.5,65.10975201220513,4.5,1000.0,8620.94,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1713.57,38.96799856206469,33.97,44.97,65.0,18.5,69.93723925634518,19.87884559580485,19.105805365672,6.5,65.01141764974416,4.5,1000.0,8614.05,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1713.99,38.978907828926914,33.98,44.98,65.0,18.5,69.94536436798985,19.879079371350272,19.14472620848297,6.5,65.11585054583874,4.5,1000.0,8406.01,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1656.61,38.03904840108038,33.04,44.04,65.0,18.5,65.04789585734498,20.13003178601412,16.079851075963536,6.5,59.94551074598791,4.5,1000.0,8535.75,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1712.87,38.933647618524574,33.93,44.93,65.0,18.5,70.03935544719668,20.046631871124838,18.96896633064336,6.5,65.10379005495376,4.5,1000.0,8529.72,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1660.54,38.16937406935269,33.17,44.17,65.0,18.5,64.92151346207554,20.0459401864234,16.066154918338277,6.5,59.917855990989366,4.5,1000.0,8490.59,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1721.73,39.17932947946685,34.18,45.18,65.0,18.5,70.09046030983647,20.072491002262776,19.11942605705165,6.5,64.98465393785892,4.5,1000.0,8371.55,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1657.69,38.08233847640583,33.08,44.08,65.0,18.5,64.96088988762557,19.983598644173,15.931663164581929,6.5,60.05959869743317,4.5,1000.0,8471.47,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1718.74,39.09950924383638,34.1,45.1,65.0,18.5,70.05230530365758,20.1867792234582,18.9602724714763,6.5,64.85712911810079,4.5,1000.0,8528.25,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1711.4,38.89279545534541,33.89,44.89,65.0,18.5,70.03003855217804,19.989765719423065,19.19402445126461,6.5,65.0460705746944,4.5,1000.0,8385.9,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1653.89,37.96539272333749,32.97,43.97,65.0,18.5,65.02108679126466,19.977074777611755,16.275092708559043,6.5,60.16237838382744,4.5,1000.0,8498.55,Global_Kaggle_Baseline
Global Baseline,2020,Mixed Grain Baseline,1658.35,38.08440198591857,33.08,44.08,65.0,18.5,65.07887603829579,20.135341076519232,15.936385641692944,6.5,59.94867510487806,4.5,1000.0,8429.98,Global_Kaggle_Baseline
